harm	voice4	voice3	voice2	voice1	beat	meter	onset_strength	beat_strength	LABEL	similarity
(I)	2.r	2.r	16d	8b	2.25	M3/4	1.0	off beat	0.0	0.0
(V7)	2.r	2.r	16A	8cc	2.5	M3/4	2.0	off beat	1.0	0.5
(V7)	2.r	2.r	16d	8cc	2.75	M3/4	1.0	off beat	0.0	0.5
(Ib)	2.r	2.r	16B	8dd	3	M3/4	2.0	strong beat	1.0	0.6666666666666666
(Ib)	2.r	2.r	16d	8dd	3.25	M3/4	1.0	off beat	0.0	0.0
(I)	2.r	2.r	16G	8b	3.5	M3/4	2.0	off beat	1.0	0.5
(I)	2.r	2.r	16d	8b	3.75	M3/4	1.0	off beat	0.0	0.5
V	4DD	4D	16d	4a	1	M3/4	3.0	strong beat	1.0	1.0
V	4DD	4D	16d	4a	1.25	M3/4	0.0	off beat	0.0	1.0
V	4DD	4D	16d	4a	1.5	M3/4	0.0	off beat	0.0	1.0
V	4DD	4D	16d	4a	1.75	M3/4	0.0	off beat	0.0	0.0
V	2r	2r	16f#	2r	2	M3/4	1.0	weak beat	0.0	0.0
V	2r	2r	16d	2r	2.25	M3/4	1.0	off beat	0.0	1.0
V	2r	2r	16d	2r	2.5	M3/4	0.0	off beat	0.0	1.0
V	2r	2r	16d	2r	2.75	M3/4	0.0	off beat	0.0	1.0
V	2r	2r	16d	2r	3	M3/4	0.0	strong beat	0.0	1.0
V	2r	2r	16d	2r	3.25	M3/4	0.0	off beat	0.0	1.0
V	2r	2r	16d	2r	3.5	M3/4	0.0	off beat	0.0	1.0
V	2r	2r	16d	2r	3.75	M3/4	0.0	off beat	0.0	1.0
V	16D	4r	16d	4d	1	M3/4	1.0	strong beat	0.0	0.6666666666666666
V	16F#	4r	16d	4d	1.25	M3/4	1.0	off beat	0.0	0.5
V	16A	4r	16d	4d	1.5	M3/4	1.0	off beat	0.0	0.5
V	16F#	4r	16d	4d	1.75	M3/4	1.0	off beat	0.0	0.6666666666666666
V	16A	4F#	16d	4cc	2	M3/4	2.0	weak beat	0.0	0.8571428571428571
V	16F#	4F#	16d	4cc	2.25	M3/4	0.0	off beat	0.0	0.8571428571428571
V	16A	4F#	16d	4cc	2.5	M3/4	1.0	off beat	0.0	0.8571428571428571
V	16F#	4F#	16d	4cc	2.75	M3/4	0.0	off beat	0.0	0.3333333333333333
Ic	16D	4G	16d	4b	3	M3/4	3.0	strong beat	1.0	1.0
Ic	16G	4G	16d	4b	3.25	M3/4	0.0	off beat	0.0	1.0
Ic	16B	4G	16d	4b	3.5	M3/4	1.0	off beat	0.0	1.0
Ic	16G	4G	16d	4b	3.75	M3/4	0.0	off beat	0.0	0.5
V7	16D	4r	16d	4d	1	M3/4	1.0	strong beat	1.0	0.6666666666666666
V7	16A	4r	16d	4d	1.25	M3/4	1.0	off beat	0.0	0.5
V7	16c	4r	16d	4d	1.5	M3/4	1.0	off beat	0.0	0.5
V7	16A	4r	16d	4d	1.75	M3/4	1.0	off beat	0.0	0.4
V7	16c	4D	16d	4ff#	2	M3/4	3.0	weak beat	0.0	0.6666666666666666
V7	16A	4D	16d	4ff#	2.25	M3/4	1.0	off beat	0.0	0.6666666666666666
V7	16c	4D	16d	4ff#	2.5	M3/4	1.0	off beat	0.0	0.6666666666666666
V7	16A	4D	16d	4ff#	2.75	M3/4	1.0	off beat	0.0	0.4
Ic	16D	4G	16d	4gg	3	M3/4	2.0	strong beat	1.0	1.0
Ic	16G	4G	16d	4gg	3.25	M3/4	0.0	off beat	0.0	0.8
Ic	16B	4G	16d	4gg	3.5	M3/4	1.0	off beat	0.0	0.8
Ic	16G	4G	16d	4gg	3.75	M3/4	0.0	off beat	0.0	0.6666666666666666
V7	16D	4r	16d	4d	1	M3/4	1.0	strong beat	1.0	0.6666666666666666
V7	16F#	4r	16d	4d	1.25	M3/4	1.0	off beat	0.0	0.5
V7	16A	4r	16d	4d	1.5	M3/4	1.0	off beat	0.0	0.5
V7	16F#	4r	16d	4d	1.75	M3/4	1.0	off beat	0.0	0.6666666666666666
V7	16A	4F#	16d	4cc	2	M3/4	2.0	weak beat	0.0	0.8571428571428571
V7	16F#	4F#	16d	4cc	2.25	M3/4	0.0	off beat	0.0	0.8571428571428571
V7	16A	4F#	16d	4cc	2.5	M3/4	1.0	off beat	0.0	0.8571428571428571
V7	16F#	4F#	16d	4cc	2.75	M3/4	0.0	off beat	0.0	0.3333333333333333
Ic	16D	4G	16d	4b	3	M3/4	3.0	strong beat	1.0	1.0
Ic	16G	4G	16d	4b	3.25	M3/4	0.0	off beat	0.0	1.0
Ic	16B	4G	16d	4b	3.5	M3/4	1.0	off beat	0.0	1.0
Ic	16G	4G	16d	4b	3.75	M3/4	0.0	off beat	0.0	0.5
V7	16D	4r	16d	4d	1	M3/4	1.0	strong beat	1.0	0.6666666666666666
V7	16A	4r	16d	4d	1.25	M3/4	1.0	off beat	0.0	0.5
V7	16c	4r	16d	4d	1.5	M3/4	1.0	off beat	0.0	0.5
V7	16A	4r	16d	4d	1.75	M3/4	1.0	off beat	0.0	0.4
V7	16c	4D	16d	4ff#	2	M3/4	3.0	weak beat	0.0	0.6666666666666666
V7	16A	4D	16d	4ff#	2.25	M3/4	1.0	off beat	0.0	0.6666666666666666
V7	16c	4D	16d	4ff#	2.5	M3/4	1.0	off beat	0.0	0.6666666666666666
V7	16A	4D	16d	4ff#	2.75	M3/4	1.0	off beat	0.0	0.4
Ic	16D	4G	16d	4gg	3	M3/4	2.0	strong beat	1.0	1.0
Ic	16G	4G	16d	4gg	3.25	M3/4	0.0	off beat	0.0	0.8
Ic	16B	4G	16d	4gg	3.5	M3/4	1.0	off beat	0.0	0.8
Ic	16G	4G	16d	4gg	3.75	M3/4	0.0	off beat	0.0	0.0
iib	4c	4C	8.e	16r	1	M3/4	3.0	strong beat	1.0	0.8
iib	4c	4C	8.e	16dd#	1.25	M3/4	1.0	off beat	0.0	0.8
iib	4c	4C	8.e	16ee	1.5	M3/4	1.0	off beat	0.0	0.4
iib	4c	4C	16g#	16b	1.75	M3/4	2.0	off beat	0.0	0.4
iib	2r	2r	4a	16cc	2	M3/4	2.0	weak beat	0.0	0.5
iib	2r	2r	4a	16g#	2.25	M3/4	1.0	off beat	0.0	0.6666666666666666
iib	2r	2r	4a	16a	2.5	M3/4	0.0	off beat	0.0	0.6666666666666666
iib	2r	2r	4a	16gg#	2.75	M3/4	1.0	off beat	0.0	0.6666666666666666
iib	2r	2r	4r	16aa	3	M3/4	1.0	strong beat	0.0	0.0
iib	2r	2r	4r	16ee	3.25	M3/4	1.0	off beat	0.0	0.0
iib	2r	2r	4r	16bb	3.5	M3/4	1.0	off beat	0.0	0.0
iib	2r	2r	4r	16ccc	3.75	M3/4	1.0	off beat	0.0	0.0
Ib	4B	4B	8.d	16r	1	M3/4	2.0	strong beat	1.0	0.8
Ib	4B	4B	8.d	16cc#	1.25	M3/4	1.0	off beat	0.0	0.8
Ib	4B	4B	8.d	16dd	1.5	M3/4	1.0	off beat	0.0	0.4
Ib	4B	4B	16f#	16a	1.75	M3/4	2.0	off beat	0.0	0.4
Ib	2r	2r	4g	16b	2	M3/4	2.0	weak beat	0.0	0.5
Ib	2r	2r	4g	16f#	2.25	M3/4	1.0	off beat	0.0	0.6666666666666666
Ib	2r	2r	4g	16g	2.5	M3/4	0.0	off beat	0.0	0.6666666666666666
Ib	2r	2r	4g	16ff#	2.75	M3/4	1.0	off beat	0.0	0.6666666666666666
Ib	2r	2r	4r	16gg	3	M3/4	1.0	strong beat	0.0	0.0
Ib	2r	2r	4r	16cc#	3.25	M3/4	1.0	off beat	0.0	0.0
Ib	2r	2r	4r	16dd	3.5	M3/4	1.0	off beat	0.0	0.0
Ib	2r	2r	4r	16aa#	3.75	M3/4	1.0	off beat	0.0	0.0
Ib	2r	2r	2r	16bb	1	M3/4	1.0	strong beat	0.0	0.0
Ib	2r	2r	2r	16ff#	1.25	M3/4	1.0	off beat	0.0	0.0
Ib	2r	2r	2r	16gg	1.5	M3/4	1.0	off beat	0.0	0.0
Ib	2r	2r	2r	16ccc#	1.75	M3/4	1.0	off beat	0.0	0.0
Ib	2r	2r	2r	16ddd	2	M3/4	1.0	weak beat	0.0	0.0
Ib	2r	2r	2r	16aa#	2.25	M3/4	1.0	off beat	0.0	0.0
Ib	2r	2r	2r	16bb	2.5	M3/4	1.0	off beat	0.0	0.0
Ib	2r	2r	2r	16ff#	2.75	M3/4	1.0	off beat	0.0	0.0
Ib	8.r	8.r	8.r	16gg	3	M3/4	1.0	strong beat	0.0	0.0
Ib	8.r	8.r	8.r	16cc#	3.25	M3/4	1.0	off beat	0.0	0.0
Ib	8.r	8.r	8.r	16dd	3.5	M3/4	1.0	off beat	0.0	0.5
Ib	16BB	16g	16dd	16gg	3.75	M3/4	3.0	off beat	0.0	0.3333333333333333
IV	4C	4g	8cc	8ee	1	M3/4	3.0	strong beat	1.0	0.5714285714285714
IV	4C	4g	16b	16dd	1.5	M3/4	2.0	off beat	0.0	0.5714285714285714
IV	4C	4g	16a	16cc	1.75	M3/4	2.0	off beat	0.0	0.3333333333333333
Ic	4D	4d	4g	4b	2	M3/4	3.0	weak beat	1.0	0.3333333333333333
V	4D	4d	4f#	4a	3	M3/4	2.0	strong beat	1.0	0.0
vi	2.E	2B	16g	[2gg	1	M3/4	4.0	strong beat	1.0	0.8571428571428571
vi	2.E	2B	16a	[2gg	1.25	M3/4	1.0	off beat	0.0	0.8571428571428571
vi	2.E	2B	16b	[2gg	1.5	M3/4	1.0	off beat	0.0	0.8571428571428571
vi	2.E	2B	16f#	[2gg	1.75	M3/4	1.0	off beat	0.0	0.8571428571428571
vi	2.E	2B	16g	[2gg	2	M3/4	1.0	weak beat	0.0	0.8571428571428571
vi	2.E	2B	16d#	[2gg	2.25	M3/4	1.0	off beat	0.0	0.8571428571428571
vi	2.E	2B	16e	[2gg	2.5	M3/4	1.0	off beat	0.0	1.0
vi	2.E	2B	16B	[2gg	2.75	M3/4	0.0	off beat	0.0	0.5714285714285714
V7c/V	2.E	4A	16c#	16gg]	3	M3/4	2.0	strong beat	1.0	0.6666666666666666
V7c/V	2.E	4A	16e	16ee	3.25	M3/4	2.0	off beat	0.0	0.6666666666666666
V7c/V	2.E	4A	16f#	16dd	3.5	M3/4	2.0	off beat	0.0	0.5
V7c/V	2.E	4A	16g	16cc#	3.75	M3/4	2.0	off beat	0.0	0.75
V7	4D	[4A	4g	4ee	1	M3/4	2.0	strong beat	1.0	0.5714285714285714
V7	8DD	8A]	8f#	16dd	2	M3/4	3.0	weak beat	0.0	1.0
V7	8DD	8A]	8f#	16d	2.25	M3/4	1.0	off beat	0.0	0.5
V7	4.r	4.r	4.r	16f#	2.5	M3/4	0.0	off beat	0.0	0.0
V7	4.r	4.r	4.r	16a	2.75	M3/4	1.0	off beat	0.0	0.0
V7	4.r	4.r	4.r	16cc	3	M3/4	1.0	strong beat	0.0	0.0
V7	4.r	4.r	4.r	16dd	3.25	M3/4	1.0	off beat	0.0	0.0
V7	4.r	4.r	4.r	16ff#	3.5	M3/4	1.0	off beat	0.0	0.0
V7	4.r	4.r	4.r	16aa	3.75	M3/4	1.0	off beat	0.0	0.0
V7	4r	4r	4r	[6..ccc	1	M3/4	1.0	strong beat	0.0	0.5
V7	2D	2d	2a	[6..ccc	2	M3/4	3.0	weak beat	0.0	0.6666666666666666
V7	2D	2d	2a	16bb	2.25	M3/4	1.0	off beat	0.0	0.8
V7	2D	2d	2a	16aa	2.5	M3/4	1.0	off beat	0.0	0.8
V7	2D	2d	2a	16gg	2.75	M3/4	1.0	off beat	0.0	0.6666666666666666
V7	2D	2d	2a	16ff#	3	M3/4	1.0	strong beat	0.0	0.6666666666666666
V7	2D	2d	2a	16ee	3.25	M3/4	1.0	off beat	0.0	0.8
V7	2D	2d	2a	16dd	3.5	M3/4	1.0	off beat	0.0	0.8
V7	2D	2d	2a	16cc	3.75	M3/4	1.0	off beat	0.0	0.3333333333333333
I	16r	2.d	2.g	2.b	1	M3/4	2.0	strong beat	1.0	0.8571428571428571
I	16F#	2.d	2.g	2.b	1.25	M3/4	1.0	off beat	0.0	0.8571428571428571
I	16G	2.d	2.g	2.b	1.5	M3/4	1.0	off beat	0.0	1.0
I	16D	2.d	2.g	2.b	1.75	M3/4	1.0	off beat	0.0	0.8571428571428571
I	16C	2.d	2.g	2.b	2	M3/4	1.0	weak beat	0.0	0.8571428571428571
I	16BB	2.d	2.g	2.b	2.25	M3/4	1.0	off beat	0.0	0.8571428571428571
I	16AA	2.d	2.g	2.b	2.5	M3/4	1.0	off beat	0.0	0.8571428571428571
I	16GG	2.d	2.g	2.b	2.75	M3/4	1.0	off beat	0.0	0.8571428571428571
I	16FF#	2.d	2.g	2.b	3	M3/4	1.0	strong beat	0.0	0.8571428571428571
I	16GG	2.d	2.g	2.b	3.25	M3/4	1.0	off beat	0.0	0.8571428571428571
I	16AA	2.d	2.g	2.b	3.5	M3/4	1.0	off beat	0.0	0.8571428571428571
I	16GG	2.d	2.g	2.b	3.75	M3/4	1.0	off beat	0.0	0.8
vi	16r	2G	2.b	2.gg	1	M3/4	2.0	strong beat	1.0	0.8
vi	16D#	2G	2.b	2.gg	1.25	M3/4	1.0	off beat	0.0	0.6666666666666666
vi	16E	2G	2.b	2.gg	1.5	M3/4	1.0	off beat	0.0	0.8
vi	16BB	2G	2.b	2.gg	1.75	M3/4	1.0	off beat	0.0	0.8
vi	16AA	2G	2.b	2.gg	2	M3/4	1.0	weak beat	0.0	0.8
vi	16GG	2G	2.b	2.gg	2.25	M3/4	1.0	off beat	0.0	0.8
vi	16FF#	2G	2.b	2.gg	2.5	M3/4	1.0	off beat	0.0	0.6666666666666666
vi	16EE	2G	2.b	2.gg	2.75	M3/4	1.0	off beat	0.0	0.8571428571428571
vi	16DD#	4e	2.b	2.gg	3	M3/4	2.0	strong beat	0.0	0.8571428571428571
vi	16EE	4e	2.b	2.gg	3.25	M3/4	1.0	off beat	0.0	0.8571428571428571
vi	16FF#	4e	2.b	2.gg	3.5	M3/4	1.0	off beat	0.0	0.8571428571428571
vi	16EE	4e	2.b	2.gg	3.75	M3/4	1.0	off beat	0.0	0.4
IV	16r	2c	2.cc	2.ee	1	M3/4	3.0	strong beat	1.0	1.0
IV	16C	2c	2.cc	2.ee	1.25	M3/4	1.0	off beat	0.0	0.8
IV	16D	2c	2.cc	2.ee	1.5	M3/4	1.0	off beat	0.0	0.8
IV	16E	2c	2.cc	2.ee	1.75	M3/4	1.0	off beat	0.0	0.8
IV	16F#	2c	2.cc	2.ee	2	M3/4	1.0	weak beat	0.0	0.6666666666666666
IV	16G	2c	2.cc	2.ee	2.25	M3/4	1.0	off beat	0.0	0.6666666666666666
IV	16A	2c	2.cc	2.ee	2.5	M3/4	1.0	off beat	0.0	0.6666666666666666
IV	16B	2c	2.cc	2.ee	2.75	M3/4	1.0	off beat	0.0	0.6666666666666666
IV	16c	4a	2.cc	2.ee	3	M3/4	1.0	strong beat	0.0	0.8571428571428571
IV	16B	4a	2.cc	2.ee	3.25	M3/4	1.0	off beat	0.0	0.8571428571428571
IV	16A	4a	2.cc	2.ee	3.5	M3/4	1.0	off beat	0.0	0.8571428571428571
IV	16G	4a	2.cc	2.ee	3.75	M3/4	1.0	off beat	0.0	0.5
V7b	2F#	16a	16cc	[2dd	1	M3/4	2.0	strong beat	1.0	0.5
V7b	2F#	16g	16b	[2dd	1.25	M3/4	2.0	off beat	0.0	0.5714285714285714
V7b	2F#	16f#	16a	[2dd	1.5	M3/4	2.0	off beat	0.0	0.5714285714285714
V7b	2F#	16e	16g	[2dd	1.75	M3/4	2.0	off beat	0.0	0.6666666666666666
V7b	2F#	16d	16f#	[2dd	2	M3/4	2.0	weak beat	0.0	0.6666666666666666
V7b	2F#	16c	16e	[2dd	2.25	M3/4	2.0	off beat	0.0	0.5714285714285714
V7b	2F#	16B	16d	[2dd	2.5	M3/4	2.0	off beat	0.0	0.5714285714285714
V7b	2F#	16A	16c	[2dd	2.75	M3/4	2.0	off beat	0.0	0.2857142857142857
I	4G	8G	8B	16dd]	3	M3/4	2.0	strong beat	1.0	0.6666666666666666
I	4G	8G	8B	16ff#	3.25	M3/4	1.0	off beat	0.0	0.8
I	4G	8g	8b	16gg	3.5	M3/4	3.0	off beat	0.0	0.8
I	4G	8g	8b	16ee	3.75	M3/4	1.0	off beat	0.0	0.0
V7b	2F#	16a	16cc	2dd	1	M3/4	4.0	strong beat	1.0	0.5
V7b	2F#	16g	16b	2dd	1.25	M3/4	2.0	off beat	0.0	0.5714285714285714
V7b	2F#	16f#	16a	2dd	1.5	M3/4	2.0	off beat	0.0	0.5714285714285714
V7b	2F#	16e	16g	2dd	1.75	M3/4	2.0	off beat	0.0	0.6666666666666666
V7b	2F#	16d	16f#	2dd	2	M3/4	2.0	weak beat	0.0	0.6666666666666666
V7b	2F#	16c	16e	2dd	2.25	M3/4	2.0	off beat	0.0	0.5714285714285714
V7b	2F#	16B	16d	2dd	2.5	M3/4	2.0	off beat	0.0	0.5714285714285714
V7b	2F#	16A	16c	2dd	2.75	M3/4	2.0	off beat	0.0	0.2857142857142857
I	4G	8G	8B	24dd	3	M3/4	2.0	strong beat	1.0	0.6666666666666666
I	4G	8G	8B	24ee	3.16667	M3/4	1.0	off beat	0.0	0.6666666666666666
I	4G	8G	8B	24ff#	3.33333	M3/4	1.0	off beat	0.0	0.8
I	4G	8g	8b	24gg	3.5	M3/4	3.0	off beat	0.0	0.8
I	4G	8g	8b	24ff#	3.66667	M3/4	1.0	off beat	0.0	0.6666666666666666
I	4G	8g	8b	24ee	3.83333	M3/4	1.0	off beat	0.0	0.0
V7b	16F#	2a	2cc	[2dd	1	M3/4	4.0	strong beat	1.0	0.75
V7b	16G	2a	2cc	[2dd	1.25	M3/4	1.0	off beat	0.0	0.8571428571428571
V7b	16A	2a	2cc	[2dd	1.5	M3/4	1.0	off beat	0.0	0.8571428571428571
V7b	16B	2a	2cc	[2dd	1.75	M3/4	1.0	off beat	0.0	0.8571428571428571
V7b	16c	2a	2cc	[2dd	2	M3/4	1.0	weak beat	0.0	1.0
V7b	16d	2a	2cc	[2dd	2.25	M3/4	1.0	off beat	0.0	0.8571428571428571
V7b	16e	2a	2cc	[2dd	2.5	M3/4	1.0	off beat	0.0	0.75
V7b	16f#	2a	2cc	[2dd	2.75	M3/4	1.0	off beat	0.0	0.2857142857142857
I	8g	8g	8b	16dd]	3	M3/4	2.0	strong beat	1.0	0.8
I	8g	8g	8b	16g	3.25	M3/4	0.0	off beat	0.0	1.0
I	8g	8B	8g	16gg	3.5	M3/4	2.0	off beat	0.0	0.8
I	8g	8B	8g	16dd	3.75	M3/4	1.0	off beat	0.0	0.3333333333333333
IVc	2.g	4c	4G	16ee	1	M3/4	3.0	strong beat	1.0	0.8
IVc	2.g	4c	4G	16g	1.25	M3/4	0.0	off beat	0.0	1.0
IVc	2.g	4c	4G	16gg	1.5	M3/4	1.0	off beat	0.0	0.8
IVc	2.g	4c	4G	16ee	1.75	M3/4	1.0	off beat	0.0	0.3333333333333333
I	2.g	4B	2r	16dd	2	M3/4	2.0	weak beat	1.0	0.8
I	2.g	4B	2r	16b	2.25	M3/4	1.0	off beat	0.0	0.8
I	2.g	4B	2r	16a	2.5	M3/4	1.0	off beat	0.0	0.8
I	2.g	4B	2r	16g	2.75	M3/4	0.0	off beat	0.0	0.5
I	2.g	8r	2r	16f#	3	M3/4	1.0	strong beat	0.0	0.6666666666666666
I	2.g	8r	2r	16g	3.25	M3/4	0.0	off beat	0.0	0.6666666666666666
I	2.g	8B	2r	16gg	3.5	M3/4	2.0	off beat	0.0	0.8
I	2.g	8B	2r	16dd	3.75	M3/4	1.0	off beat	0.0	0.3333333333333333
IVc	2g	4c	2r	16ee	1	M3/4	2.0	strong beat	1.0	0.8
IVc	2g	4c	2r	16g	1.25	M3/4	0.0	off beat	0.0	1.0
IVc	2g	4c	2r	16gg	1.5	M3/4	1.0	off beat	0.0	0.8
IVc	2g	4c	2r	16ee	1.75	M3/4	1.0	off beat	0.0	0.3333333333333333
I	2g	4B	2r	16dd	2	M3/4	2.0	weak beat	1.0	0.8
I	2g	4B	2r	16b	2.25	M3/4	1.0	off beat	0.0	0.8
I	2g	4B	2r	16a	2.5	M3/4	1.0	off beat	0.0	0.8
I	2g	4B	2r	16g	2.75	M3/4	0.0	off beat	0.0	0.0
I	8r	8r	8r	16f#	3	M3/4	1.0	strong beat	0.0	0.0
I	8r	8r	8r	16g	3.25	M3/4	1.0	off beat	0.0	0.0
I	8BB	8B	8B	16dd	3.5	M3/4	3.0	off beat	0.0	1.0
I	8BB	8B	8B	16d	3.75	M3/4	1.0	off beat	0.0	0.0
IV	4C	4c	4c	16d#	1	M3/4	3.0	strong beat	1.0	0.5
IV	4C	4c	4c	16e	1.25	M3/4	1.0	off beat	0.0	0.5
IV	4C	4c	4c	16f	1.5	M3/4	1.0	off beat	0.0	0.5
IV	4C	4c	4c	16f#	1.75	M3/4	1.0	off beat	0.0	0.0
IV	2r	2r	2r	16g	2	M3/4	1.0	weak beat	0.0	0.0
IV	2r	2r	2r	16a	2.25	M3/4	1.0	off beat	0.0	0.0
IV	2r	2r	2r	16b-	2.5	M3/4	1.0	off beat	0.0	0.0
IV	2r	2r	2r	16b	2.75	M3/4	1.0	off beat	0.0	0.0
IV	2r	2r	2r	16cc	3	M3/4	1.0	strong beat	0.0	0.0
IV	2r	2r	2r	16cc#	3.25	M3/4	1.0	off beat	0.0	0.0
IV	2r	2r	2r	16dd	3.5	M3/4	1.0	off beat	0.0	0.0
IV	2r	2r	2r	16dd#	3.75	M3/4	1.0	off beat	0.0	0.0
IV	2.r	2.r	2r	4ee	1	M3/4	1.0	strong beat	0.0	0.6666666666666666
IV	2.r	2.r	8.cc	8.ee	3	M3/4	1.0	strong beat	0.0	1.0
IV	2.r	2.r	16cc	16ee	3.75	M3/4	0.0	off beat	0.0	1.0
IV	2r	2r	4cc	4ee	1	M3/4	0.0	strong beat	0.0	0.3333333333333333
V7	4DD	24C	8.f#	8.A	3	M3/4	4.0	strong beat	1.0	0.8571428571428571
V7	4DD	24F#	8.f#	8.A	3.16667	M3/4	1.0	off beat	0.0	1.0
V7	4DD	24A	8.f#	8.A	3.33333	M3/4	0.0	off beat	0.0	0.8571428571428571
V7	4DD	24c	8.f#	8.A	3.5	M3/4	1.0	off beat	0.0	0.8571428571428571
V7	4DD	24A	8.f#	8.A	3.66667	M3/4	0.0	off beat	0.0	0.6666666666666666
V7	4DD	24A	16a	16c	3.75	M3/4	2.0	off beat	0.0	0.8571428571428571
V7	4DD	24F#	16a	16c	3.83333	M3/4	1.0	off beat	0.0	0.0
I	4GG	16G	4g	4B	1	M3/4	4.0	strong beat	1.0	1.0
I	4GG	16G	4g	4B	1.25	M3/4	0.0	off beat	0.0	1.0
I	4GG	16G	4g	4B	1.5	M3/4	0.0	off beat	0.0	1.0
I	4GG	16G	4g	4B	1.75	M3/4	0.0	off beat	0.0	0.6666666666666666
I	4r	16B	4r	4r	2	M3/4	0.0	weak beat	0.0	0.0
I	4r	16G	4r	4r	2.25	M3/4	1.0	off beat	0.0	1.0
I	4r	16G	4r	4r	2.5	M3/4	0.0	off beat	0.0	1.0
I	4r	16G	4r	4r	2.75	M3/4	0.0	off beat	0.0	0.0
V7	4DD	24C	8.f#	8.A	3	M3/4	4.0	strong beat	1.0	0.8571428571428571
V7	4DD	24F#	8.f#	8.A	3.16667	M3/4	1.0	off beat	0.0	1.0
V7	4DD	24A	8.f#	8.A	3.33333	M3/4	0.0	off beat	0.0	0.8571428571428571
V7	4DD	24c	8.f#	8.A	3.5	M3/4	1.0	off beat	0.0	0.8571428571428571
V7	4DD	24A	8.f#	8.A	3.66667	M3/4	0.0	off beat	0.0	0.5714285714285714
V7	4DD	24A	32g	32B	3.75	M3/4	2.0	off beat	0.0	0.75
V7	4DD	24F#	32g	32B	3.83333	M3/4	1.0	off beat	0.0	0.5
V7	4DD	24F#	32a	32c	3.875	M3/4	2.0	off beat	0.0	0.0
I	4GG	16G	4g	4B	1	M3/4	4.0	strong beat	1.0	1.0
I	4GG	16G	4g	4B	1.25	M3/4	0.0	off beat	0.0	1.0
I	4GG	16G	4g	4B	1.5	M3/4	0.0	off beat	0.0	1.0
I	4GG	16G	4g	4B	1.75	M3/4	0.0	off beat	0.0	0.6666666666666666
I	4r	16B	4r	4r	2	M3/4	0.0	weak beat	0.0	0.0
I	4r	16G	4r	4r	2.25	M3/4	1.0	off beat	0.0	1.0
I	4r	16G	4r	4r	2.5	M3/4	0.0	off beat	0.0	1.0
I	4r	16G	4r	4r	2.75	M3/4	0.0	off beat	0.0	0.0
V7	4DD	24C	8.cc	8.A	3	M3/4	4.0	strong beat	1.0	0.8571428571428571
V7	4DD	24F#	8.cc	8.A	3.16667	M3/4	1.0	off beat	0.0	0.8571428571428571
V7	4DD	24A	8.cc	8.A	3.33333	M3/4	0.0	off beat	0.0	1.0
V7	4DD	24c	8.cc	8.A	3.5	M3/4	1.0	off beat	0.0	1.0
V7	4DD	24A	8.cc	8.A	3.66667	M3/4	0.0	off beat	0.0	1.0
V7	4DD	24A	16A	16c	3.75	M3/4	1.0	off beat	0.0	0.8571428571428571
V7	4DD	24F#	16A	16c	3.83333	M3/4	1.0	off beat	0.0	0.75
I	[4GG	4F#	4A	4c	1	M3/4	1.0	strong beat	1.0	0.3333333333333333
I	8GG]	8G	8G	8B	2	M3/4	2.0	weak beat	0.0	0.0
I	1r	1r	2.r	8ee	1.5	M4/4	1.0	off beat	1.0	1.0
I	1r	1r	2.r	8ee	2	M4/4	0.0	weak beat	0.0	1.0
I	1r	1r	2.r	8ee	2.5	M4/4	0.0	off beat	0.0	0.0
I	1r	1r	2.r	8cc#	3	M4/4	1.0	strong beat	0.0	0.0
I	1r	1r	2.r	16b	3.5	M4/4	1.0	off beat	0.0	0.0
I	1r	1r	2.r	16cc#	3.75	M4/4	1.0	off beat	0.0	0.0
(I)	1r	1r	[4a	8a	4	M4/4	1.0	weak beat	1.0	0.6666666666666666
(I)	1r	1r	[4a	8cc#	4.5	M4/4	1.0	off beat	0.0	0.5
(I)	1r	1r	4a]	8b	1	M4/4	1.0	strong beat	0.0	1.0
(I)	1r	1r	4a]	4bb	1.5	M4/4	1.0	off beat	0.0	0.5
Vb	1r	1r	2g#	4bb	2	M4/4	1.0	weak beat	1.0	0.6666666666666666
Vb	1r	1r	2g#	16gg#	2.5	M4/4	1.0	off beat	0.0	0.6666666666666666
Vb	1r	1r	2g#	16ee	2.75	M4/4	1.0	off beat	0.0	0.5
Vb	1r	1r	2g#	8aa	3	M4/4	1.0	strong beat	0.0	1.0
Vb	1r	1r	2g#	8a	3.5	M4/4	1.0	off beat	0.0	0.0
vi	1r	1r	4f#	8r	4	M4/4	1.0	weak beat	1.0	0.6666666666666666
vi	1r	1r	4f#	8a	4.5	M4/4	1.0	off beat	0.0	0.5
vi	1r	1r	4f#	8g#	1	M4/4	1.0	strong beat	0.0	1.0
vi	1r	1r	4f#	4gg#	1.5	M4/4	1.0	off beat	0.0	0.5
iiib	1r	1r	2e	4gg#	2	M4/4	1.0	weak beat	1.0	0.6666666666666666
iiib	1r	1r	2e	16ee	2.5	M4/4	1.0	off beat	0.0	0.6666666666666666
iiib	1r	1r	2e	16cc#	2.75	M4/4	1.0	off beat	0.0	0.5
iiib	1r	1r	2e	8ff#	3	M4/4	1.0	strong beat	0.0	1.0
iiib	1r	1r	2e	8f#	3.5	M4/4	1.0	off beat	0.0	0.0
IV	1r	1r	[4d	8r	4	M4/4	1.0	weak beat	1.0	0.6666666666666666
IV	1r	1r	[4d	8f#	4.5	M4/4	1.0	off beat	0.0	0.5
